Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.192.168-104.26.12.245-51072-443-6,192.168.192.168,51072,104.26.12.245,443,6,08/12/2025 12:32:12 PM,1,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,3.1E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1000000.0,1000000.0,0.0,31.0,10.333333333333334,17.8978583448784,320.33333333333337,0,0,0,1,2,0,0,0,1.0,15.5,0.0,31.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-51072-443-6,192.168.192.168,51072,104.26.12.245,443,6,08/12/2025 12:32:12 PM,268,2,2,479.0,224.0,479.0,0.0,239.5,338.70414818835627,193.0,31.0,112.0,114.5512985522207,2623134.3283582088,14925.373134328358,89.33333333333333,154.7298721428197,268.0,0.0,268.0,268.0,0.0,268.0,268.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,64,7462.686567164179,7462.686567164179,0.0,479.0,236.4,233.27408771657431,54416.8,0,0,0,3,4,0,0,0,1.0,295.5,239.5,112.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54142-443-6,192.168.192.168,54142,104.26.13.245,443,6,08/12/2025 12:32:12 PM,74,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,27027.027027027027,74.0,0.0,74.0,74.0,74.0,74.0,0.0,74.0,74.0,0,0,0,0,0,0,0,0,0,72,0,27027.027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54142-443-6,192.168.192.168,54142,104.26.13.245,443,6,08/12/2025 12:32:13 PM,132,2,0,2839.0,0.0,2839.0,0.0,1419.5,2007.4761517886084,0,0,0,0,2.1507575757575754E7,15151.51515151515,132.0,0.0,132.0,132.0,132.0,132.0,0.0,132.0,132.0,0,0,0,0,0,1,0,0,0,64,0,15151.51515151515,0.0,0.0,2839.0,1892.6666666666665,1639.0974142293476,2686640.3333333335,0,0,0,1,2,0,0,0,0.0,2839.0,1419.5,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54142-443-6,192.168.192.168,54142,104.26.13.245,443,6,08/12/2025 12:32:13 PM,314,2,0,175.0,0.0,95.0,80.0,87.5,10.606601717798213,0,0,0,0,557324.8407643313,6369.426751592357,314.0,0.0,314.0,314.0,314.0,314.0,0.0,314.0,314.0,0,0,0,0,0,1,0,0,0,64,0,6369.426751592357,0.0,80.0,95.0,85.0,8.660254037844387,75.0,0,0,0,2,2,0,0,0,0.0,127.5,87.5,0.0,0,0,0,0,0,0,0,0,0,0,547,0,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54142-443-6,192.168.192.168,54142,104.26.13.245,443,6,08/12/2025 12:32:13 PM,0,1,1,0.0,569.0,0.0,0.0,0.0,0.0,569.0,569.0,569.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0.0,0.0,0.0,569.0,189.66666666666666,328.51230316889706,107920.33333333333,0,0,0,1,2,0,0,0,1.0,284.5,0.0,569.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54142-443-6,192.168.192.168,54142,104.26.13.245,443,6,08/12/2025 12:32:13 PM,248,4,2,31.0,670.0,31.0,0.0,7.749999999999999,15.5,477.0,193.0,335.0,200.8183258569795,2826612.9032258065,24193.548387096773,49.6,58.2091058168737,134.0,0.0,248.0,82.66666666666667,52.53887449625594,134.0,29.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,152,64,16129.032258064515,8064.516129032258,0.0,477.0,104.57142857142857,178.0232729568966,31692.285714285714,0,0,0,3,6,0,0,0,0.0,122.0,7.75,335.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54142-443-6,192.168.192.168,54142,104.26.13.245,443,6,08/12/2025 12:32:13 PM,272,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7352.941176470588,272.0,0.0,272.0,272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3676.470588235294,3676.470588235294,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59478-443-6,192.168.192.168,59478,172.67.69.102,443,6,08/12/2025 12:32:13 PM,86,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,23255.81395348837,86.0,0.0,86.0,86.0,86.0,86.0,0.0,86.0,86.0,0,0,0,0,0,0,0,0,0,72,0,23255.81395348837,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59478-443-6,192.168.192.168,59478,172.67.69.102,443,6,08/12/2025 12:32:13 PM,44,2,0,2840.0,0.0,2840.0,0.0,1420.0,2008.183258569795,0,0,0,0,6.454545454545455E7,45454.545454545456,44.0,0.0,44.0,44.0,44.0,44.0,0.0,44.0,44.0,0,0,0,0,0,1,0,0,0,64,0,45454.545454545456,0.0,0.0,2840.0,1893.3333333333335,1639.6747644985371,2688533.333333333,0,0,0,1,2,0,0,0,0.0,2840.0,1420.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59478-443-6,192.168.192.168,59478,172.67.69.102,443,6,08/12/2025 12:32:13 PM,301,3,0,271.0,0.0,96.0,80.0,90.33333333333333,8.962886439832502,0,0,0,0,900332.2259136213,9966.777408637874,150.5,108.18733752154178,227.0,74.0,301.0,150.5,108.18733752154178,227.0,74.0,0,0,0,0,0,1,0,0,0,96,0,9966.777408637874,0.0,80.0,96.0,87.75,8.958236433584458,80.25,0,0,0,3,3,0,0,0,0.0,117.0,90.33333333333333,0.0,0,0,0,0,0,0,0,0,0,0,547,0,2,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59478-443-6,192.168.192.168,59478,172.67.69.102,443,6,08/12/2025 12:32:13 PM,253,2,1,31.0,569.0,31.0,0.0,15.5,21.920310216782973,569.0,569.0,569.0,0.0,2371541.501976284,11857.707509881422,126.5,178.89801564019652,253.0,0.0,253.0,253.0,0.0,253.0,253.0,0,0,0,0,0,0,0,0,0,64,32,7905.138339920948,3952.569169960474,0.0,569.0,150.0,279.7153314830395,78240.66666666667,0,0,0,2,3,0,0,0,0.0,200.0,15.5,569.0,0,0,0,0,0,0,0,0,0,0,16,16,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59478-443-6,192.168.192.168,59478,172.67.69.102,443,6,08/12/2025 12:32:13 PM,0,1,2,481.0,224.0,481.0,481.0,481.0,0.0,193.0,31.0,112.0,114.5512985522207,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,64,0.0,0.0,31.0,481.0,296.5,223.07173734025562,49761.0,0,0,0,3,3,0,0,0,2.0,395.3333333333333,481.0,112.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34780-443-6,192.168.192.168,34780,104.26.12.245,443,6,08/12/2025 12:32:13 PM,46,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,43478.260869565216,46.0,0.0,46.0,46.0,46.0,46.0,0.0,46.0,46.0,0,0,0,0,0,0,0,0,0,72,0,43478.260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34780-443-6,192.168.192.168,34780,104.26.12.245,443,6,08/12/2025 12:32:13 PM,163,2,0,2841.0,0.0,2841.0,0.0,1420.5,2008.8903653509815,0,0,0,0,1.7429447852760736E7,12269.938650306749,163.0,0.0,163.0,163.0,163.0,163.0,0.0,163.0,163.0,0,0,0,0,0,1,0,0,0,64,0,12269.938650306749,0.0,0.0,2841.0,1894.0,1640.2521147677269,2690427.0,0,0,0,1,2,0,0,0,0.0,2841.0,1420.5,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34780-443-6,192.168.192.168,34780,104.26.12.245,443,6,08/12/2025 12:32:13 PM,220,3,0,271.0,0.0,96.0,80.0,90.33333333333333,8.962886439832502,0,0,0,0,1231818.1818181819,13636.363636363636,110.0,62.22539674441618,154.0,66.0,220.0,110.0,62.22539674441618,154.0,66.0,0,0,0,0,0,1,0,0,0,96,0,13636.363636363636,0.0,80.0,96.0,87.75,8.958236433584458,80.25,0,0,0,3,3,0,0,0,0.0,117.0,90.33333333333333,0.0,0,0,0,0,0,0,0,0,0,0,547,0,2,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34780-443-6,192.168.192.168,34780,104.26.12.245,443,6,08/12/2025 12:32:13 PM,289,2,1,31.0,569.0,31.0,0.0,15.5,21.920310216782973,569.0,569.0,569.0,0.0,2076124.5674740486,10380.622837370243,144.5,204.35385976291224,289.0,0.0,289.0,289.0,0.0,289.0,289.0,0,0,0,0,0,0,0,0,0,64,32,6920.415224913495,3460.2076124567475,0.0,569.0,150.0,279.7153314830395,78240.66666666667,0,0,0,2,3,0,0,0,0.0,200.0,15.5,569.0,0,0,0,0,0,0,0,0,0,0,16,16,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34780-443-6,192.168.192.168,34780,104.26.12.245,443,6,08/12/2025 12:32:13 PM,223,2,2,476.0,224.0,476.0,0.0,238.0,336.5828278447966,193.0,31.0,112.0,114.5512985522207,3139013.452914798,17937.219730941702,74.33333333333333,128.74911002928653,223.0,0.0,223.0,223.0,0.0,223.0,223.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,64,8968.609865470851,8968.609865470851,0.0,476.0,235.2,231.71469526121987,53691.7,0,0,0,3,4,0,0,0,1.0,294.0,238.0,112.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54152-443-6,192.168.192.168,54152,104.26.13.245,443,6,08/12/2025 12:32:14 PM,50,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,40000.0,50.0,0.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,0,0,0,0,0,0,0,0,0,72,0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54152-443-6,192.168.192.168,54152,104.26.13.245,443,6,08/12/2025 12:32:14 PM,27,2,0,2841.0,0.0,2841.0,0.0,1420.5,2008.8903653509815,0,0,0,0,1.0522222222222222E8,74074.07407407407,27.0,0.0,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0,0,0,0,0,1,0,0,0,64,0,74074.07407407407,0.0,0.0,2841.0,1894.0,1640.2521147677269,2690427.0,0,0,0,1,2,0,0,0,0.0,2841.0,1420.5,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54152-443-6,192.168.192.168,54152,104.26.13.245,443,6,08/12/2025 12:32:14 PM,196,3,0,271.0,0.0,96.0,80.0,90.33333333333333,8.962886439832502,0,0,0,0,1382653.06122449,15306.122448979593,98.0,42.42640687119285,128.0,68.0,196.0,98.0,42.42640687119285,128.0,68.0,0,0,0,0,0,1,0,0,0,96,0,15306.122448979593,0.0,80.0,96.0,87.75,8.958236433584458,80.25,0,0,0,3,3,0,0,0,0.0,117.0,90.33333333333333,0.0,0,0,0,0,0,0,0,0,0,0,547,0,2,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54152-443-6,192.168.192.168,54152,104.26.13.245,443,6,08/12/2025 12:32:14 PM,274,2,1,600.0,0.0,569.0,31.0,300.0,380.42344827836257,0.0,0.0,0.0,0.0,2189781.0218978105,10948.905109489051,137.0,193.74725804511402,274.0,0.0,274.0,274.0,0.0,274.0,274.0,0,0,0,0,0,1,0,0,0,64,32,7299.270072992701,3649.6350364963505,0.0,569.0,292.25,319.81387816457664,102280.91666666667,0,0,0,2,3,0,0,0,0.0,389.6666666666667,300.0,0.0,0,0,0,0,0,0,0,0,0,0,16,16,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54152-443-6,192.168.192.168,54152,104.26.13.245,443,6,08/12/2025 12:32:14 PM,208,3,2,498.0,224.0,474.0,0.0,166.0,267.00561791842506,193.0,31.0,112.0,114.5512985522207,3471153.8461538465,24038.46153846154,52.0,64.5445582524197,133.0,0.0,208.0,104.0,41.012193308819754,133.0,75.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,64,14423.076923076924,9615.384615384615,0.0,474.0,199.33333333333334,223.4884038751601,49947.066666666666,0,0,0,4,5,0,0,0,0.0,239.2,166.0,112.0,0,0,0,722,4,3471153,0,0,0,0,16,16,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59494-443-6,192.168.192.168,59494,172.67.69.102,443,6,08/12/2025 12:32:14 PM,58,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,34482.75862068965,58.0,0.0,58.0,58.0,58.0,58.0,0.0,58.0,58.0,0,0,0,0,0,0,0,0,0,72,0,34482.75862068965,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59494-443-6,192.168.192.168,59494,172.67.69.102,443,6,08/12/2025 12:32:14 PM,34,2,0,2839.0,0.0,2839.0,0.0,1419.5,2007.4761517886084,0,0,0,0,8.35E7,58823.529411764706,34.0,0.0,34.0,34.0,34.0,34.0,0.0,34.0,34.0,0,0,0,0,0,1,0,0,0,64,0,58823.529411764706,0.0,0.0,2839.0,1892.6666666666665,1639.0974142293476,2686640.3333333335,0,0,0,1,2,0,0,0,0.0,2839.0,1419.5,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59494-443-6,192.168.192.168,59494,172.67.69.102,443,6,08/12/2025 12:32:14 PM,166,3,0,271.0,0.0,96.0,80.0,90.33333333333333,8.962886439832502,0,0,0,0,1632530.1204819276,18072.289156626506,83.0,48.08326112068523,117.0,49.0,166.0,83.0,48.08326112068523,117.0,49.0,0,0,0,0,0,1,0,0,0,96,0,18072.289156626506,0.0,80.0,96.0,87.75,8.958236433584458,80.25,0,0,0,3,3,0,0,0,0.0,117.0,90.33333333333333,0.0,0,0,0,0,0,0,0,0,0,0,547,0,2,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59494-443-6,192.168.192.168,59494,172.67.69.102,443,6,08/12/2025 12:32:14 PM,240,2,0,591.0,0.0,560.0,31.0,295.5,374.05948724768365,0,0,0,0,2462500.0,8333.333333333334,240.0,0.0,240.0,240.0,240.0,240.0,0.0,240.0,240.0,0,0,0,0,0,1,0,0,0,64,0,8333.333333333334,0.0,31.0,560.0,383.66666666666663,305.41829240131204,93280.33333333334,0,0,0,2,2,0,0,0,0.0,575.5,295.5,0.0,0,0,0,0,0,0,0,0,0,0,16,0,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59494-443-6,192.168.192.168,59494,172.67.69.102,443,6,08/12/2025 12:32:14 PM,1,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,3.1E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1000000.0,1000000.0,0.0,31.0,10.333333333333334,17.8978583448784,320.33333333333337,0,0,0,1,2,0,0,0,1.0,15.5,0.0,31.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59494-443-6,192.168.192.168,59494,172.67.69.102,443,6,08/12/2025 12:32:14 PM,2,1,2,477.0,224.0,477.0,477.0,477.0,0.0,193.0,31.0,112.0,114.5512985522207,3.505E8,1500000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,32,64,500000.0,1000000.0,31.0,477.0,294.5,220.86723010291348,48782.333333333336,0,0,0,3,3,0,0,0,2.0,392.6666666666667,477.0,112.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-172.67.69.102-59494-443-6,192.168.192.168,59494,172.67.69.102,443,6,08/12/2025 12:32:14 PM,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,99999.99999999999,20.0,0.0,20.0,20.0,20.0,20.0,0.0,20.0,20.0,0,0,0,0,0,0,0,0,0,64,0,99999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34792-443-6,192.168.192.168,34792,104.26.12.245,443,6,08/12/2025 12:32:14 PM,53,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37735.84905660377,53.0,0.0,53.0,53.0,53.0,53.0,0.0,53.0,53.0,0,0,0,0,0,0,0,0,0,72,0,37735.84905660377,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34792-443-6,192.168.192.168,34792,104.26.12.245,443,6,08/12/2025 12:32:15 PM,45,2,0,2840.0,0.0,2840.0,0.0,1420.0,2008.183258569795,0,0,0,0,6.3111111111111104E7,44444.444444444445,45.0,0.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0,0,0,0,0,1,0,0,0,64,0,44444.444444444445,0.0,0.0,2840.0,1893.3333333333335,1639.6747644985371,2688533.333333333,0,0,0,1,2,0,0,0,0.0,2840.0,1420.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34792-443-6,192.168.192.168,34792,104.26.12.245,443,6,08/12/2025 12:32:15 PM,216,3,0,271.0,0.0,96.0,80.0,90.33333333333333,8.962886439832502,0,0,0,0,1254629.6296296297,13888.888888888889,108.0,19.79898987322333,122.0,94.0,216.0,108.0,19.79898987322333,122.0,94.0,0,0,0,0,0,1,0,0,0,96,0,13888.888888888889,0.0,80.0,96.0,87.75,8.958236433584458,80.25,0,0,0,3,3,0,0,0,0.0,117.0,90.33333333333333,0.0,0,0,0,0,0,0,0,0,0,0,547,0,2,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34792-443-6,192.168.192.168,34792,104.26.12.245,443,6,08/12/2025 12:32:15 PM,235,2,0,591.0,0.0,560.0,31.0,295.5,374.05948724768365,0,0,0,0,2514893.6170212766,8510.638297872341,235.0,0.0,235.0,235.0,235.0,235.0,0.0,235.0,235.0,0,0,0,0,0,1,0,0,0,64,0,8510.638297872341,0.0,31.0,560.0,383.66666666666663,305.41829240131204,93280.33333333334,0,0,0,2,2,0,0,0,0.0,575.5,295.5,0.0,0,0,0,0,0,0,0,0,0,0,16,0,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34792-443-6,192.168.192.168,34792,104.26.12.245,443,6,08/12/2025 12:32:15 PM,0,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0.0,0.0,0.0,31.0,10.333333333333334,17.8978583448784,320.33333333333337,0,0,0,1,2,0,0,0,1.0,15.5,0.0,31.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34792-443-6,192.168.192.168,34792,104.26.12.245,443,6,08/12/2025 12:32:15 PM,305,3,2,503.0,224.0,479.0,0.0,167.66666666666669,269.8894835545345,193.0,31.0,112.0,114.5512985522207,2383606.5573770492,16393.44262295082,76.25,100.16777592286519,211.0,0.0,305.0,152.5,82.73149339882606,211.0,94.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,64,9836.065573770493,6557.377049180328,0.0,479.0,201.0,225.94778157795665,51052.4,0,0,0,4,5,0,0,0,0.0,241.2,167.66666666666666,112.0,0,0,0,727,4,2383606,0,0,0,0,16,16,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.12.245-34792-443-6,192.168.192.168,34792,104.26.12.245,443,6,08/12/2025 12:32:15 PM,14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,142857.14285714287,14.0,0.0,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0,0,0,64,0,142857.14285714287,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54166-443-6,192.168.192.168,54166,104.26.13.245,443,6,08/12/2025 12:32:15 PM,76,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,26315.78947368421,76.0,0.0,76.0,76.0,76.0,76.0,0.0,76.0,76.0,0,0,0,0,0,0,0,0,0,72,0,26315.78947368421,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54166-443-6,192.168.192.168,54166,104.26.13.245,443,6,08/12/2025 12:32:15 PM,41,2,0,2839.0,0.0,2839.0,0.0,1419.5,2007.4761517886084,0,0,0,0,6.924390243902439E7,48780.487804878045,41.0,0.0,41.0,41.0,41.0,41.0,0.0,41.0,41.0,0,0,0,0,0,1,0,0,0,64,0,48780.487804878045,0.0,0.0,2839.0,1892.6666666666665,1639.0974142293476,2686640.3333333335,0,0,0,1,2,0,0,0,0.0,2839.0,1419.5,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54166-443-6,192.168.192.168,54166,104.26.13.245,443,6,08/12/2025 12:32:15 PM,296,3,0,271.0,0.0,96.0,80.0,90.33333333333333,8.962886439832502,0,0,0,0,915540.5405405406,10135.135135135135,148.0,101.82337649086284,220.0,76.0,296.0,148.0,101.82337649086284,220.0,76.0,0,0,0,0,0,1,0,0,0,96,0,10135.135135135135,0.0,80.0,96.0,87.75,8.958236433584458,80.25,0,0,0,3,3,0,0,0,0.0,117.0,90.33333333333333,0.0,0,0,0,0,0,0,0,0,0,0,547,0,2,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54166-443-6,192.168.192.168,54166,104.26.13.245,443,6,08/12/2025 12:32:15 PM,1,1,1,0.0,569.0,0.0,0.0,0.0,0.0,569.0,569.0,569.0,0.0,5.69E8,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1000000.0,1000000.0,0.0,569.0,189.66666666666666,328.51230316889706,107920.33333333333,0,0,0,1,2,0,0,0,1.0,284.5,0.0,569.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.192.168-104.26.13.245-54166-443-6,192.168.192.168,54166,104.26.13.245,443,6,08/12/2025 12:32:15 PM,1,1,2,474.0,224.0,474.0,474.0,474.0,0.0,193.0,31.0,112.0,114.5512985522207,6.98E8,3000000.0,0.5,0.7071067811865476,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,64,1000000.0,2000000.0,31.0,474.0,293.0,219.21526710823161,48055.333333333336,0,0,0,3,3,0,0,0,2.0,390.6666666666667,474.0,112.0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
